,Line,Group,Left,Right,ref_transcript,hyp_transcript,asr_hyp,interview_name,diff_name,diff_typ
4128,1838,what <-> what-,what , what-,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
4129,2961,insecure <-> insecure-,insecure , insecure-,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
4130,3034,um <-> um-,um , um-,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
4131,3240,label <-> label-,label , label-,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
4132,3374,like <-> like-,like , like-,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
4133,3861,so <-> so-,so , so-,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
4134,3884,um <-> um-,um , um-,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
4135,4109,like <-> like-,like , like-,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
4136,4865,something <-> something-,something , something-,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,is_restart,verbatim
4137,1165,*** <-> so-,*** , so-,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
4138,2122,k- <-> ***,k- , ***,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
4139,2433,*** <-> to-,*** , to-,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
4140,2755,your af- <-> ***,your af- , ***,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
4141,3351,m- <-> ***,m- , ***,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
4142,4012,s- <-> ***,s- , ***,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
4143,4014,s- <-> ***,s- , ***,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
4144,4197,that's- that's- <-> ***,that's- that's- , ***,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
4145,4641,*** <-> did you-,*** , did you-,aa-rev,coraal,False,ATL_se0_ag1_f_03_1,del_restart,verbatim
4146,831,anybody <-> anybody's,anybody , anybody's,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,cop_aux_del_19a,morpho_syntax
4147,1169,come <-> comes,come , comes,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,final_s_del_20a_21b,morpho_syntax
4148,900,want <-> wanted,want , wanted,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,stem_for_past_20e,morpho_syntax
4149,708,it <-> ***,it , ***,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,add_pronoun_21d,morpho_syntax
4150,1222,they <-> their,they , their,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,they_their_sub_8ish,morpho_syntax
4151,1224,they <-> their,they , their,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,they_their_sub_8ish,morpho_syntax
4152,138,it <-> them,it , them,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_red_form,morpho_syntax
4153,283,'em <-> ***,'em , ***,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_red_form,morpho_syntax
4154,664,cause <-> not because,cause , not because,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_red_form,morpho_syntax
4155,731,'em <-> ***,'em , ***,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_red_form,morpho_syntax
4156,918,cause <-> because,cause , because,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_red_form,morpho_syntax
4157,1047,cause <-> 'cause,cause , 'cause,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_red_form,morpho_syntax
4158,1163,woulda <-> would've,woulda , would've,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_red_form,morpho_syntax
4159,1212,cause <-> because,cause , because,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_red_form,morpho_syntax
4160,1272,cause <-> because,cause , because,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_red_form,morpho_syntax
4161,1324,cause <-> because,cause , because,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_red_form,morpho_syntax
4162,21,a <-> an,a , an,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_lexical,morpho_syntax
4163,713,a <-> the,a , the,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_lexical,morpho_syntax
4164,880,i <-> ***,i , ***,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_lexical,morpho_syntax
4165,1103,um i've <-> i,um i've , i,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_lexical,morpho_syntax
4166,312,one is <-> one's,one is , one's,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_contraction,reductions
4167,206,mm-hm <-> mm-hmm,mm-hm , mm-hmm,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,filler_sub,verbatim
4168,462,mm-hm <-> mm-hmm,mm-hm , mm-hmm,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,filler_sub,verbatim
4169,514,mm <-> hm,mm , hm,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,filler_sub,verbatim
4170,661,mm-mm <-> uh-uh,mm-mm , uh-uh,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,filler_sub,verbatim
4171,700,mm-hm <-> mm-hmm,mm-hm , mm-hmm,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,filler_sub,verbatim
4172,9,uh <-> ***,uh , ***,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,filler_del,verbatim
4173,166,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,filler_del,verbatim
4174,449,okay <-> ***,okay , ***,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,filler_del,verbatim
4175,569,mm <-> ***,mm , ***,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,filler_del,verbatim
4176,575,um <-> ***,um , ***,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,filler_del,verbatim
4177,1244,oh <-> ***,oh , ***,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,filler_del,verbatim
4178,469,area <-> area-,area , area-,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,is_restart,verbatim
4179,24,*** <-> what-,*** , what-,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,del_restart,verbatim
4180,371,y- <-> ***,y- , ***,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,del_restart,verbatim
4181,421,m- <-> ***,m- , ***,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,del_restart,verbatim
4182,493,like- <-> ***,like- , ***,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,del_restart,verbatim
4183,719,w- <-> ***,w- , ***,aa-rev,coraal,False,DCB_se3_ag1_m_01_2,del_restart,verbatim
4184,1298,*** <-> don't,*** , don't,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,invariant_be_19b,morpho_syntax
4185,4217,do <-> ***,do , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,invariant_be_19b,morpho_syntax
4186,5708,i <-> i'll,i , i'll,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,future_ll_del_19c,morpho_syntax
4187,1995,sometime <-> sometimes,sometime , sometimes,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,final_s_del_20a_21b,morpho_syntax
4188,4095,school <-> schools,school , schools,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,final_s_del_20a_21b,morpho_syntax
4189,667,*** <-> it,*** , it,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,add_pronoun_21d,morpho_syntax
4190,754,it <-> ***,it , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,add_pronoun_21d,morpho_syntax
4191,757,it <-> ***,it , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,add_pronoun_21d,morpho_syntax
4192,1527,he <-> ***,he , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,add_pronoun_21d,morpho_syntax
4193,1561,he <-> ***,he , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,add_pronoun_21d,morpho_syntax
4194,2269,he <-> ***,he , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,add_pronoun_21d,morpho_syntax
4195,3872,he <-> ***,he , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,add_pronoun_21d,morpho_syntax
4196,4420,it <-> ***,it , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,add_pronoun_21d,morpho_syntax
4197,714,cause <-> 'cause,cause , 'cause,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_red_form,morpho_syntax
4198,897,tryna <-> trying to,tryna , trying to,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_red_form,morpho_syntax
4199,1047,cause <-> ***,cause , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_red_form,morpho_syntax
4200,1484,cause <-> 'cause,cause , 'cause,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_red_form,morpho_syntax
4201,2603,cause <-> because,cause , because,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_red_form,morpho_syntax
4202,2647,cause <-> because,cause , because,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_red_form,morpho_syntax
4203,3049,cause <-> because,cause , because,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_red_form,morpho_syntax
4204,3492,cause <-> because,cause , because,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_red_form,morpho_syntax
4205,3741,cause t- t- t- s-t- <-> because,cause t- t- t- s-t- , because,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_red_form,morpho_syntax
4206,4287,cause <-> because,cause , because,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_red_form,morpho_syntax
4207,4569,cause <-> because,cause , because,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_red_form,morpho_syntax
4208,5198,cause <-> because,cause , because,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_red_form,morpho_syntax
4209,492,a <-> ***,a , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
4210,1417,a <-> an,a , an,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
4211,1671,r <-> re-,r , re-,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
4212,1854,a <-> an,a , an,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
4213,2397,a <-> other,a , other,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
4214,2489,*** <-> i,*** , i,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
4215,2591,a <-> ***,a , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
4216,2613,the <-> a,the , a,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
4217,2934,i <-> ***,i , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
4218,3181,b <-> be,b , be,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
4219,3324,a <-> the,a , the,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
4220,3595,a <-> ***,a , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
4221,3651,a <-> ***,a , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
4222,4458,a <-> at,a , at,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
4223,4516,i <-> that,i , that,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
4224,4522,a <-> the,a , the,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
4225,4667,sh-i <-> i,sh-i , i,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
4226,4894,a <-> the,a , the,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
4227,5360,i <-> we,i , we,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
4228,5582,a <-> the,a , the,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
4229,5595,was-i <-> i,was-i , i,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_lexical,morpho_syntax
4230,400,pensacola is <-> pensacola's,pensacola is , pensacola's,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_contraction,reductions
4231,5170,it would <-> there'd,it would , there'd,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_contraction,reductions
4232,462,mm-hm <-> mm-hmm,mm-hm , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
4233,729,mm-hm <-> mm-hmm,mm-hm , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
4234,909,uh <-> um,uh , um,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
4235,961,uh <-> um,uh , um,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
4236,1029,mm-hm <-> mm-hmm,mm-hm , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
4237,1092,mm-hm <-> mm-hmm,mm-hm , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
4238,1451,mm-hm <-> mm-hmm,mm-hm , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
4239,1467,mm-hm <-> mm-hmm,mm-hm , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
4240,1700,mm-hm <-> mm-hmm,mm-hm , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
4241,1779,mm-hm <-> mm-hmm,mm-hm , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
4242,1952,mm-hm <-> mm-hmm,mm-hm , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
4243,2043,mm-hm <-> mm-hmm,mm-hm , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
4244,2313,mm <-> mm-hmm,mm , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
4245,2423,um <-> uh,um , uh,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
4246,2525,mm <-> mm-hmm,mm , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
4247,2733,uh <-> uh-uh,uh , uh-uh,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
4248,2759,mm-hm <-> mm-hmm,mm-hm , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
4249,3114,mkay <-> okay,mkay , okay,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
4250,3319,mm-hm <-> mm-hmm,mm-hm , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
4251,3345,um <-> uh,um , uh,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
4252,3424,uh <-> um,uh , um,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
4253,3450,mm mm <-> mm-hmm,mm mm , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
4254,3698,mm-hm <-> mm-hmm,mm-hm , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
4255,4477,um <-> uh,um , uh,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_sub,verbatim
4256,80,*** <-> mm-hmm,*** , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4257,85,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4258,409,uh <-> ***,uh , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4259,448,*** <-> mm-hmm,*** , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4260,452,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4261,516,uh <-> ***,uh , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4262,521,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4263,591,*** <-> mm-hmm,*** , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4264,894,*** <-> mm-hmm,*** , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4265,902,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4266,987,*** <-> mm-hmm,*** , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4267,993,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4268,1000,*** <-> mm-hmm,*** , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4269,1097,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4270,1198,*** <-> mm-hmm,*** , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4271,1206,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4272,1412,*** <-> mm-hmm,*** , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4273,1420,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4274,1423,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4275,1426,*** <-> mm-hmm,*** , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4276,1449,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4277,1491,*** <-> mm-hmm,*** , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4278,1493,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4279,1506,*** <-> okay,*** , okay,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4280,1570,*** <-> mm-hmm,*** , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4281,1642,*** <-> mm-hmm,*** , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4282,1857,mm <-> ***,mm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4283,1911,um <-> ***,um , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4284,2784,*** <-> okay,*** , okay,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4285,2791,okay <-> ***,okay , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4286,3000,*** <-> uh,*** , uh,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4287,3367,uh <-> ***,uh , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4288,3407,uh <-> ***,uh , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4289,3500,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4290,3522,*** <-> mm-hmm,*** , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4291,3533,mm <-> ***,mm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4292,3682,um <-> ***,um , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4293,3730,*** <-> uh,*** , uh,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4294,3981,mm-hm <-> ***,mm-hm , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4295,4755,um <-> ***,um , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4296,5286,uh <-> ***,uh , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4297,5379,uh-huh <-> ***,uh-huh , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4298,5612,*** <-> mm-hmm,*** , mm-hmm,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,filler_del,verbatim
4299,4591,we <-> we-,we , we-,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,is_restart,verbatim
4300,15,aries you- mm after- the day- mm you the day- <-> ***,aries you- mm after- the day- mm you the day- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4301,203,uh- <-> ***,uh- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4302,416,and-i'm- <-> ***,and-i'm- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4303,575,w- <-> ***,w- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4304,889,m- <-> ***,m- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4305,935,w- <-> ***,w- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4306,978,s- <-> ***,s- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4307,1035,k- s- <-> ***,k- s- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4308,1461,in- <-> ***,in- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4309,1517,you- <-> ***,you- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4310,1551,p- <-> ***,p- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4311,1556,t- <-> ***,t- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4312,2137,uh- <-> ***,uh- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4313,2175,j- <-> ***,j- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4314,2247,w- <-> ***,w- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4315,3207,s- <-> ***,s- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4316,3334,n- <-> ***,n- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4317,3628,and- <-> ***,and- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4318,3785,i- <-> ***,i- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4319,3855,th- <-> ***,th- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4320,4037,then sh- <-> ***,then sh- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4321,4100,t- p- p- <-> ***,t- p- p- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4322,4149,then sh- <-> ***,then sh- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4323,4237,h- <-> ***,h- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4324,4359,good- <-> ***,good- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4325,4425,j- <-> ***,j- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4326,4623,*** <-> i-,*** , i-,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4327,4878,um- <-> ***,um- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4328,4939,th- <-> ***,th- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4329,5382,we- <-> ***,we- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4330,5588,n- <-> ***,n- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4331,5607,b- <-> ***,b- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4332,5625,night- <-> ***,night- , ***,aa-rev,coraal,False,DCB_se2_ag4_f_03_1,del_restart,verbatim
4333,44,you's <-> you,you's , you,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,cop_aux_del_19a,morpho_syntax
4334,1431,finna <-> fixing to,finna , fixing to,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,finna_19i,morpho_syntax
4335,614,sometime <-> sometimes,sometime , sometimes,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,final_s_del_20a_21b,morpho_syntax
4336,1260,revert <-> reverts,revert , reverts,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,final_s_del_20a_21b,morpho_syntax
4337,1704,work <-> works,work , works,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,final_s_del_20a_21b,morpho_syntax
4338,1830,streets <-> street,streets , street,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,final_s_del_20a_21b,morpho_syntax
4339,2138,come <-> comes,come , comes,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,final_s_del_20a_21b,morpho_syntax
4340,2950,sometime <-> sometimes,sometime , sometimes,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,final_s_del_20a_21b,morpho_syntax
4341,635,happened <-> happen,happened , happen,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,stem_for_past_20e,morpho_syntax
4342,1053,missed <-> miss,missed , miss,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,stem_for_past_20e,morpho_syntax
4343,1767,need <-> needed,need , needed,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,stem_for_past_20e,morpho_syntax
4344,2804,look <-> looked,look , looked,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,stem_for_past_20e,morpho_syntax
4345,1838,*** <-> it,*** , it,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,add_pronoun_21d,morpho_syntax
4346,3119,it's <-> there's,it's , there's,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,it_there_sub_24a,morpho_syntax
4347,38,cause <-> because,cause , because,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,is_red_form,morpho_syntax
4348,303,cause <-> because,cause , because,aa-rev,coraal,False,ATL_se0_ag1_m_04_2,is_red_form,morpho_syntax
